1.a art.一(个)；每一(个)
2463.mistake n.错误 vi.误解，弄错
2464.Mister n.先生
2465.mistress n.女主人；夫人
2466.misunderstand vt.误解，误会，曲解
2467.mix vt.使混合，混淆
2468.mixture n.混合；混合物
2469.moan n.呻吟声 vi.呻吟
2470.mobile a.运动的；流动的
2471.mode n.方式，样式
2472.model n.模型；模式；模特儿
2473.moderate a.温和的；有节制的
2474.modern a.现代的，近代的
2475.modest a.有节制的；谦虚的
2476.modify vt.更改，修改；修饰
2477.moist a.湿润的；多雨的
2478.moisture n.潮湿，湿气；温度
2479.molecule n.分子，克分子
2480.moment n.片刻，瞬间，时刻
2481.Monday n.星期一
2482.money n.货币；金钱，财富
2483.monitor n.班长；监视器
2484.monkey n.猴子，猿
2485.month n.月，月份
2486.monthly a.每月的 ad.每月
2487.monument n.纪念碑；纪念馆
2488.mood n.心情，情绪；语气
2489.moon n.月球，月亮；卫星
2490.moral a.道德的；合乎道德的
2491.more a.更多的 ad.更
2492.moreover ad.再者，加之，此外
2493.morning n.早晨，上午
2494.mortal a.终有一死的；致死的
2495.mosquito n.蚊子
2496.most a.最多的 ad.最，很
2497.mostly ad.主要的，大部分
2498.mother n.母亲，妈妈
2499.motion n.运动；手势；提议
2500.motivate vt.促动；激励，激发
2501.motive n.动机，目的
2502.motor n.发动机；机动车
2503.mould n.模子，模型 vt.浇铸
2504.mount vt.登上，爬上 n.…山
2505.mountain n.山，山岳；山脉
2506.mourn vi.哀痛，哀悼
2507.mouse n.鼠，耗子
2508.mouth n.嘴，口，口腔
2509.mouthful n.满口，一口，少量
2510.move vt.移动；感动 n.动
2511.movement n.动作，活动；移动
2512.movie n.电影；电影院
2513.much ad.非常，很 a.许多的
2514.mud n.软泥，泥浆
2515.muddy a.多泥的，泥泞的
2516.mug n.大杯
2517.multiple a.复合的；并联的
2518.multiply vt.使增加；乘
2519.murder n.&vi.谋杀，凶杀
2520.murderer n.杀人犯，凶手
2521.muscle n.肌肉，肌；体力
2522.museum n.博物馆；展览馆
2523.mushroom n.蘑菇，菌类植物
2524.music n.音乐，乐曲，乐谱
2525.musical a.音乐的；和谐的
2526.musician n.音乐家；作曲家
2527.must v.aux.必须；必然要
2528.mute a.缄默的 n.哑巴
2529.mutter vi.轻声低语；抱怨
2530.mutton n.羊肉
2531.mutual a.相互的；共同的
2532.my pron.我的
2533.myself pron.我自己；我亲自
2534.mysterious a.神秘的；难以理解的
2535.mystery n.神秘；神秘的事物 
2536.nail n.钉；指甲 vt.钉
2537.naked a.裸体的；无遮敝的
2538.name n.名字；名誉 vt.说出
2539.namely ad.即，也就是
2540.nap n.小睡，打盹，瞌睡
2541.narrow a.狭的，狭窄的
2542.nasty a.龌龊的；淫猥的
2543.nation n.民族；国家
2544.national a.民族的；国家的
2545.nationality n.国籍；民族，族
2546.native a.本土的 n.本地人
2547.natural a.自然界的；天然的
2548.naturally ad.自然地；天然地
2549.nature n.大自然；本性；性质
2550.naughty a.顽皮的，淘气的
2551.naval n.海军的，军舰的
2552.navigation n.航行；航海术；导航
2553.navy n.海军
2554.near ad.近，接近 a.近的
2555.nearby a.附近的 ad.在附近
2556.nearly ad.差不多；密切地
2557.neat a.整洁的；熟练的
2558.necessarily ad.必然，必定
2559.necessary a.必要的；必然的
2560.necessity n.必要性；必然性
2561.neck n.颈，脖子
2562.necklace n.项链，项圈
2563.need vt.需要 v.aux.需要
2564.needle n.针，缝补，编织针
2565.needless a.不需要的
2566.negative a.否定的；消极的
2567.neglect vt.忽视，忽略；疏忽
2568.Negro n.黑人
2569.neighbour n.邻居，邻国，邻人
2570.neighbourhood n.邻居关系；邻近
2571.neither a.(两者)都不的
2572.nephew n.侄子，外甥
2573.nerve n.神经；勇敢，胆量
2574.nervous a.神经的；易激动的
2575.nest n.巢，窝，穴
2576.net n.网，网状物；通信网
2577.network n.网状物；网络
2578.neutral a.中立的；中性的
2579.never ad.永不，决不；不
2580.nevertheless conj.然而 ad.仍然
2581.new a.新的；新近出现的
2582.newly ad.新近，最近
2583.news n.新闻，消息
2584.newspaper n.报纸，报
2585.next a.紧接的；贴近的
2586.nice a.美好的，令人愉快的
2587.niece n.侄女，外甥女
2588.night n.夜，夜间
2589.nine num.九，九个
2590.nineteen num.十九，十九个
2591.ninety num.九十，九十个
2592.ninth num.第九；九分之一
2593.nitrogen n.氮
2594.no ad.不；并不 a.没有
2595.noble a.贵族的；高尚的
2596.nobody pron.谁也不；无人
2597.nod vt.点(头)；点头表示
2598.noise n.喧闹声；响声；噪声
2599.noisy a.嘈杂的；喧闹的
2600.none pron.没有人 ad.毫不
2601.nonsense n.胡说，废话
2602.noon n.正午，中午
2603.nor conj.也不；不
2604.normal a.正常的，普通的
2605.normally ad.通常，正常地
2606.north n.北，北方 a.北方的
2607.northeast n.东北 a.位于东北的
2608.northern a.北方的，北部的
2609.northwest n.西北 a.位于西北的
2610.nose n.鼻子；突出部分
2611.not ad.不，没有
2612.note n.笔记；便条；注释
2613.notebook n.笔记本，期票簿
2614.nothing n.没有东西 ad.毫不
2615.notice vt.注意 n.通知；注意
2616.noticeable a.显而易见的；重要的
2617.noun n.名词
2618.novel n.小说 a.新的
2619.November n.十一月
2620.now ad.现在；立刻；于是
2621.nowadays ad.现今，现在
2622.nowhere ad.任何地方都不
2623.nuclear a.原子核的；核心的
2624.nucleus n.核，核心；(原子)核
2625.nuisance n.讨厌的东西
2626.number n.数，数字；号码
2627.numerous a.为数众多的；许多
2628.nurse n.保姆；护士 vt.看护
2629.nursery n.托儿所；苗圃
2630.nut n.坚果，干果；螺母
2631.nylon n.尼龙，耐纶 
2632.oak n.栎属植物；栎木
2633.oar n.浆，橹
2634.obey vt.顺从 vi.服从
2635.object n.物，物体；目的
2636.object vi.反对；抱反感
2637.objection n.反对，异议；不喜欢
2638.objective a.客观的；无偏见的
2639.oblige vt.迫使；施恩惠于
2640.observation n.注意；观察；观察力
2641.observe vt.遵守；看到；说
2642.observer n.观察员，观测者
2643.obstacle n.障碍，障碍物，妨害
2644.obtain vt.获得，得到，买到
2645.obvious  a.明显的，显而易见的
2646.obviously ad.明显地，显然地
2647.occasion n.场合，时刻；时机
2648.occasional  a.偶然的；临时的
2649.occasionally ad.偶然；非经常地
2650.occupation  n.占领，占据；职业
2651.occupy vt.占领；占，占有
2652.occur vi.发生；出现，存在
2653.occurrence  n.发生，出现；事件
2654.ocean n.海洋；洋
2655.Oceania  n.大洋洲
2656.o'clock  ad.…点钟
2657.October  n.十月
2658.odd a.奇数的；单只的
2659.odour n.气味，香气；味道
2660.of prep.…的；由于
2661.off ad.(离)开；(停)止
2662.offend vt.冒犯 vi.犯过错
2663.offer vt.提供；提出 n.提供
2664.office en.办公室；处，局，社
2665.officer  n.官员；干事；军官
2666.official a.官员的；官方的
2667.often ad.经常，常常
2668.oh int.嗬，哦，唉呀
2669.oil n.油；石油 vt.加油于
2670.okay  a.&ad.对，好
2671.old a.老的；…岁的
2672.omit  vt.省略，省去；遗漏
2673.on prep.在…上；在…旁
2674.once  ad.一次；曾经 n.一次
2675.one num.一 pron.一个人
2676.oneself  pron.自己；亲自
2677.onion n.洋葱，洋葱头
2678.only  ad.只，仅仅 a.唯一的
2679.onto  prep.到…上
2680.open  a.开的；开放的 vt.开
2681.opening  a.开始的 n.开始
2682.opera n.歌剧
2683.operate  vi.操作；施行手术
2684.operation n.操作；手术；运算
2685.operational a.操作上的；可使用的
2686.operator n.操作人员，接线员
2687.opinion  n.意见，看法，主张
2688.opponent n.对手，敌手；对抗者
2689.opportunity n.机会，良机
2690.oppose vt.反对；反抗
2691.opposite a.对面的 n.对立物
2692.oppress  vt.压迫，压制；压抑
2693.optical  a.眼的；光学的
2694.optimistic  a.乐观的；乐观主义的
2695.option n.选择，选择权
2696.optional a.可以任意选择的
2697.or conj.或，或者；即
2698.oral  a.口头的；口的
2699.orange n.橙(树)；柑(树)
2700.orbit n.运行轨道 vt.环绕
2701.orchestra n.管弦乐队
2702.order n.次序；整齐 vt.命令
2703.orderly  a.整洁的；有秩序的
2704.ordinary a.平常的；平凡的
2705.ore n.矿，矿石，矿砂
2706.organ n.器官；机构；管风琴
2707.organic  a.有机体的；器官的
2708.organism n.生物体；有机体
2709.organization n.组织；团体，机构
2710.organize vt.组织，编组
2711.oriental a.东方的；东方国家的
2712.origin n.起源，由来；出身
2713.original a.最初的；新颖的
2714.ornament n.装饰物；装饰
2715.orphan n.孤儿
2716.other a.另外的；其余的
2717.otherwise ad.另外；要不然
2718.ought v.aux.应当，应该
2719.ounce n.盎司，英两
2720.our pron.我们的
2721.ours  pron.我们的
2722.ourselves pron.我们自己
2723.out ad.出，在外；现出来
2724.outcome  n.结果，后果，成果
2725.outdoor  a.户外的，室外的
2726.outdoors ad.在户外，在野外
2727.outer a.外部的，外面的
2728.outlet n.出口，出路；排遣
2729.outline  n.轮廓；略图；大纲
2730.outlook  n.观点，看法；展望
2731.output n.产量；输出量；输出
2732.outset n.开始，开端
2733.outside  n.外部；外表a.外部的
2734.outskirt n.外边，郊区
2735.outstanding a.突出的，杰出的
2736.outward  a.外面的；向外的
2737.outwards ad.向外，往海外
2738.oven  n.炉，灶；烘箱
2739.over  prep.在…上方；超过
2740.overall  n.工装裤 a.全面的
2741.overcoat n.外衣，大衣
2742.overcome vt.战胜，克服
2743.overhead a.在头顶上的；架空的
2744.overlook vt.眺望；看漏；放任
2745.overnight ad.一夜；突然
2746.overseas ad.海外 a.在海外的
2747.overtake vt.追上，赶上；压倒
2748.overtime a.超时的，加班的
2749.owe vt.欠；应把…归功于
2750.owl n.猫头鹰，枭
2751.own a.自己的 vt.有，拥有
2752.owner n.物主，所有人
2753.ownership n.所有(权)，所有制
2754.ox n.牛；公牛，阉牛 
2755.phase n.阶段；方面；相位
2756.phenomenon  n.现象
2757.philosopher n.哲学家
2758.philosophy  n.哲学；哲理；人生观
2759.phone n.电话，电话机；耳机
2760.photograph  n.照片，相片
2761.photographic a.摄影的，摄影用的
2762.phrase n.短语；习惯用语
2763.physical a.物质的；物理的
2764.physician n.医生，内科医生
2765.physicist n.物理学家
2766.physics  n.物理学
2767.piano n.钢琴
2768.pick  n.镐，鹤嘴锄
2769.pick  vt.拾，摘 vi.采摘
2770.picnic n.郊游，野餐 vi.野餐
2771.picture  n.画，图片 vt.画
2772.pie n.(西点)馅饼
2773.piece n.碎片，块 vt.拼合
2774.pierce vt.剌穿 vi.穿入
2775.pig n.猪，小猪，野猪
2776.pigeon n.鸽子
2777.pile  n.堆 vt.堆叠，累积
2778.pill  n.药丸，丸剂
2779.pillar n.柱，柱子；栋梁
2780.pillow n.枕头
2781.pilot n.领航员；飞行员
2782.pin n.针，饰针 n.别住
2783.pinch vt.捏，拧，掐掉
2784.pine  n.松树，松木
2785.pink  n.粉红色 a.粉红色的
2786.pint  n.品脱
2787.pioneer  n.拓荒者；先驱者
2788.pipe  n.管子，导管；烟斗
2789.pipeline n.管道，管线
2790.pistol n.手枪
2791.pit n.坑，地坑；煤矿
2792.pitch n.沥青
2793.pitch vt.投，掷 vi.投掷
2794.pity  n.怜悯；遗憾 vt.同情
2795.place n.地方，地点；住所
2796.plain n.平原 a.清楚的
2797.plan  n.&vt.计划，打算
2798.plane n.平面；飞机
2799.planet n.行星
2800.plant n.植物；工厂 vt.栽种
2801.plantation  n.种植园；栽植
2802.plaster  n.灰泥；硬膏；熟石膏
2803.plastic  a.可塑的 n.塑料
2804.plate n.板，片，盘 vt.电镀
2805.platform n.平台；站台；讲台
2806.play  vi.玩，游戏；演奏
2807.player n.游戏的人；比赛者
2808.playground n.操场，运动场
2809.pleasant a.令人愉快的，舒适的
2810.please vt.使高兴，请vi.满意
2811.pleasure n.愉快，快乐；乐事
2812.plentiful a.丰富的，富裕的
2813.plenty n.丰富，充足，大量
2814.plot  n.小块土地 vt.密谋
2815.plough n.犁 vt.&vi.犁，耕
2816.pluck vt.采，摘；拉下 n.拉
2817.plug  n.塞子；插头 vt.塞
2818.plunge vt.使投入；使陷入
2819.plural a.复数的 n.复数
2820.plus  prep.加，加上 a.正的
2822.pocket n.衣袋 n.袖珍的
2823.poem  n.诗，韵文，诗体文
2824.poet  n.诗人
2825.poetry n.诗，诗歌，诗作
2826.point n.点；要点；细目；分
2827.poison n.毒，毒药 vt.毒害
2828.poisonous a.有毒的，有害的
2829.pole  n.杆，柱
2830.pole  n.极(点)，磁极，电极
2831.police n.警察；警察当局
2832.policeman n.警察
2833.policy n.政策，方针
2834.polish vt.磨光；使优美
2835.polite a.有礼貌的；有教养的
2836.political a.政治的，政治上的
2837.politician n  n.政治家；政客
2838.politics n.政治，政治学；政纲
2839.pollute  vt.弄脏，污染，沾污
2840.pollution n.污染
2841.pond  n.池塘
2842.pool  n.水塘，游泳池，水池
2843.pool  n.共用物 vt.共有
2844.poor  a.贫穷的；贫乏的
2845.pop n.流行音乐，流行歌曲
2846.pop n.砰的一声，爆破声
2847.popular  a.民众的；流行的
2848.population  n.人口；全体居民
2849.porch n.门廊，入口处
2850.pork  n.猪肉
2851.porridge n.粥，麦片粥
2852.port  n.港，港口
2853.portable a.轻便的；手提的
2854.porter n.搬运工人
2855.portion  n.一部分；一分
2856.portrait n.消像，画像
2857.Portuguese  n.葡萄牙人；葡萄牙语
2858.position n.位置；职位；姿势
2859.positive a.确定的；积极的
2860.possess  vt.占用，拥有(财产)
2861.possession  n.有，所有；占有物
2862.possibility n.可能；可能的事
2863.possible a.可能的；可能存在的
2864.possibly ad.可能地；也许
2865.post  n.柱，桩，杆 vt.贴出
2866.post  n.邮政，邮寄；邮件
2867.post  n.岗位，哨所；职位
2868.postage  n.邮费，邮资
2869.postman  n.邮递员
2870.postpone vt.延迟，推迟，延缓
2871.pot n.锅，壶，罐，盆
2872.potato n.马铃薯，土豆
2873.potential a.潜在的 n.潜力
2874.pound n.磅；英磅
2875.pound vt.捣碎；舂烂；猛击
2876.pour  vt.灌，倒 vi.倾泻
2877.poverty  n.贫穷，贫困
2878.powder n.粉末；药粉；火药
2879.power n.能力；力；权；幂
2880.powerful a.强有力的；有权威的
2881.practical a.实践的；实用的
2882.practically ad.实际上；几乎
2883.practice n.实践；练习；业务
2884.practise vt.练习，实习，训练
2885.praise n.赞扬，赞美 vi.赞扬
2886.pray  vt.&vi.请求；祈祷
2887.prayer n.祈祷，祈求
2888.precaution  n.预防；警惕
2889.preceding a.在前的；在先的
2890.precious a.珍贵的，宝贵的
2891.precise  a.精确的，准确的
2892.precision n.精确，精密，精密度
2893.predict  v.预言，预告，预测
2894.preface  n.序言，前言，引语
2895.prefer vt.宁可，宁愿
2896.preferable  a.更可取的，更好的
2897.preference  n.偏爱，优先；优先权
2898.prejudice n.偏见，成见
2899.preliminary a.预备的，初步的
2900.premier  n.总理，首相
2901.preparation n.准备，预备；制备
2902.prepare  vt.&vi.准备，预备
2903.preposition n n.前置词，介词
2904.prescribe vt.命令；处(方)
2905.presence n.出席，到场；在
2906.present  a.现在的 n.目前
2907.present  vt.赠送; 介绍; 提出
2908.present  n.礼物，赠送物
2909.presently ad.一会儿；目前
2910.preserve vt.保护；保存；腌渍
2911.president n.总统；校长；会长
2912.press vt.压，按，揿；催促
2913.pressure n.压力；压力；压，按
2914.pretend  vt.假托，借口vi.假装
2915.pretty a.漂亮的，标致的
2916.prevail  vi.胜，优胜；流行
2917.prevent  vt.预防，防止；阻止
2918.previous a.先的；前的 ad.在前
2919.previously  ad.先前，预先
2920.price n.价格，价钱；代价
2921.pride n.骄傲；自豪 vt.自夸
2922.priest n.教士，牧师，神父
2923.primarily ad.首先；主要地
2924.primary  a.最初的；基本的
2925.prime a.首要的 n.春，青春
2926.primitive a.原始的；粗糙的
2927.prince n.王子，亲王
2928.princess n.公主，王妃
2929.principal a.主要的 n.负责人
2930.principle n.原则，原理；主义
2931.print vt.印刷 n.印刷；正片
2932.prior a.在先的；优先的
2933.prison n.监狱，监禁
2934.prisoner n.囚犯
2935.private  a.私人的；私下的
2936.privilege n.特权，优惠
2937.prize n.奖赏，奖金 vt.珍视
2938.probability n.可能性；概率
2939.probable a.或有的；大概的
2940.probably ad.或许，大概
2941.problem  n.问题；习题，问题
2942.procedure n.程序；手续；过程
2943.proceed  vi.进行；继续进行
2944.process  n.过程；工序 vt.加工
2945.procession  n.队伍，行列
2946.proclaim vt.宣告，宣布；表明
2947.produce  vt.生产；产生；展现
2948.product  n.产品，产物；(乘)积
2949.production  n.生产；产品；总产量
2950.productive  a.生产的；丰饶的
2951.profession  n.职业
2952.professional a.职业的; n.专业人员
2953.professor n.教授
2954.profit n.益处；利润 vi.得益
2955.program  n.节目单；大纲；程序
2956.progress n.前进，进展；进步
2957.progressive a.进步的；向前进的
2958.prohibit vt.禁止，阻止
2959.project  n.方案，工程 vi.伸出
2960.prominent a.实起的；突出的
2961.promise  n.诺言；指望 vt.允诺
2962.promising a.有希望的；有前途的
2963.promote  vt.促进，发扬；提升
2964.prompt a.及时的 vt.敦促
2965.pronoun  n.代名词
2966.pronounce vt.发…的音；宣布
2967.pronunciation  n.发音，发音法
2968.proof n.证据；证明；校样
2969.proper a.适合的；合乎体统的
2970.properly ad.适当地；彻底地
2971.property n.财产，资产；性质
2972.proportion  n.比，比率，部分
2973.proportional a.比例的；相称的
2974.proposal n.提议，建议；求婚
2975.propose  vt.提议 vi.求婚
2976.prospect n.展望；前景，前程
2977.prosperity  n.繁荣；昌盛，兴旺
2978.prosperous  a.繁荣的，昌盛的
2979.protect  vt.保护，保卫，警戒
2980.protection  n.保护，警戒
2981.protective  a.保护的，防护的
2982.protein  n.蛋白质，朊
2983.protest  vt.&vi.&n.抗议
2984.proud a.骄傲的；自豪的
2985.prove vt.证明 vi.结果是
2986.provide  vt.提供；装备，供给
2987.provided conj.以…为条件
2988.province n.省；领域，部门
2989.provision n.供应；预备；存粮
2990.psychological  a.心理的，心理学的
2991.public a.公众的 n.公众
2992.publication n.公布；出版；出版物
2993.publish  vt.公布；发表；出版
2994.pudding  n.布丁
2995.puff  n.(一)喷，(一)吹
2996.pull  vt.拉，拖；拉，拉力
2997.pulse n.脉搏；脉冲，脉动
2998.pump  n.泵 vt.用抽机抽
2999.punch vt.冲出 n.冲压机
3000.punch vt.用拳猛击 n.拳打
3001.punctual a.严守时刻的；准时的
3002.punish vt.罚，惩罚，处罚
3003.punishment  n.罚，惩罚，处罚
3004.pupil n.学生，小学生
3005.pupil n.瞳孔
3006.puppet n.木偶，玩偶；傀儡
3007.purchase n.买，购买 vt.买
3008.pure  a.纯粹的；纯洁的
3009.purely ad.纯粹地，完全地
3010.purify vt.使纯净，使洁净
3011.purity n.纯净；纯洁；纯度
3012.purple n.紫色 a.紫的
3013.purpose  n.目的；意图；效果
3014.purse n.钱包，小钱袋，手袋
3015.pursue vt.追赶，追踪；进行
3016.pursuit  n.追赶；追求；事务
3017.push  vt.推，逼迫 vi.推
3018.put vt.放，摆；使处于
3019.puzzle n.难题；谜 vi.使迷惑
3020.qualify  vt.使具有资格
3021.quality  n.质量；品质，特性
3022.quantity n.量，数量，分量
3023.quarrel  n.争吵，吵架，口角
3024.quart n.夸脱(=2品脱)
3025.quarter  n.四分之一；一刻钟
3026.quarterly a.季度的 ad.季度地
3027.queen n.王后；女王
3028.queer a.奇怪的，古怪的
3029.question n.发问；问题；疑问
3030.queue n.行列 vi.排队等候
3031.quick a.快的；敏捷的
3032.quicken  vt.加快 vi.加快
3033.quickly  ad.快，迅速
3034.quiet a.寂静的；安静的
3035.quilt n.被(子)
3036.quit  vt.离开，退出；停止
3037.quite ad.完全；相当；的确
3038.quiz  n.小型考试，测验
3039.quotation n.引用；引文；报价单
3040.quote vt.引用，引证；报价 
3041.rabbit n.兔子，野兔
3042.race  n.比赛，竞赛，竞争
3043.race  n.人种，种族，民族
3044.racial a.种族的，人种的
3045.rack  n.搁物架；行李架
3046.rack  vt.使苦痛，折磨
3047.racket n.球拍
3048.radar n.雷达，无线电探测器
3049.radiate  vi.发射光线；辐射
3050.radiation n.放射，发射；辐射能
3051.radio n.无线电；收音机
3052.radioactive a.放射性的
3053.radioactivity  n.放射性，放射(现象)
3054.radish n.小萝卜
3055.radium n.镭
3056.radius n.半径
3057.rag n.破布，碎布，抹布
3058.rage  n.(一阵)狂怒，盛怒
3059.raid  n.袭击；突然搜查
3060.rail  n.横条，横杆；铁轨
3061.railroad n.铁路 vi.由铁路运输
3062.railway  n.铁路，铁道
3063.rain  n.雨，雨水 vi.下雨
3064.rainbow  n.虹，彩虹
3065.rainy a.下雨的，多雨的
3066.raise vt.举起；引起；提高
3067.rake  n.耙子 vi.耙；搜索
3068.range n.排，行；山脉；范围
3069.rank  n.排，横行；社会阶层
3070.rapid a.快的 n.急流
3071.rapidly  ad.迅速地
3072.rare  a.稀薄的；稀有的
3073.rarely ad.很少，难得
3074.rat n.老鼠，耗子
3075.rate  n.比率；速度；价格
3076.rather ad.宁可，宁愿；相当
3077.ratio n.比，比率
3078.rational a.理性的；出于理性的
3079.raw a.未煮过的；未加工的
3080.ray n.光线，射线，辐射线
3081.razor n.剃刀
3082.reach vt.抵达；伸出vi.达到
3083.react vi.起反应；有影响
3084.reaction n.反应；反作用
3085.read  vt.读，看懂 vi.读
3086.reader n.读者；读物，读本
3087.readily  ad.乐意地；无困难地
3088.reading  n.读，阅读；读书
3089.ready a.准备好的；愿意的
3090.real  a.真的；现实的
3091.reality  n.现实；真实
3092.realize  vt.实现；认识到
3093.really ad.真正地；实在
3094.realm n.王国，国土；领域
3095.reap  vt.&vi.收割，收获
3096.rear  n.后部，后面；背面
3097.rear  vt.抚养，培养；栽种
3098.reason n.理由；理性 vi.推理
3099.reasonable  a.合情合理的；公道的
3100.rebel vi.造反 n.造反者
3101.rebellion n.造反；叛乱；反抗
3102.recall vt.回想；叫回；收回
3103.receipt  n.收到；收条，收据
3104.receive  vt.收到；得到；接待
3105.receiver n.收受者，收件人
3106.recent a.新近的，最近的
3107.recently ad.最近，新近
3108.reception a.接待；招待会；接受
3109.recite vt.&vi.背诵，朗诵
3110.recognition n.认出，识别；承认
3111.recognize vt.认识，认出；承认
3112.recollect vt.回忆，追忆，想起
3113.recommend vt.推荐，介绍；劝告
3114.recommendation n.推荐，介绍；劝告
3115.record n.记录；履历 vt.记录
3116.recorder n.记录者；录音机
3117.recover  vt.重新获得；挽回
3118.recovery n.重获；痊愈，恢复
3119.red n.红色
3120.reduce vt.减少，减小；简化
3121.reduction n.减少，减小，缩减
3122.reed  n.芦苇，芦杆，芦丛
3123.reel  n.卷轴，卷筒
3124.refer vt.使求助于 vi.谈到
3125.reference n.参考；出处；提及
3126.refine vt.&vi.精炼，提纯
3127.reflect  vt.反射；反映；思考
3128.reflection  n.反射；映象；反映
3129.reflexion n.反射；映象；反映
3130.reform vt.&n.改革，改良
3131.refresh  vt.使清新vi.恢复精神
3132.refreshment n.茶点，点心，便餐
3133.refrigerator n.冰箱，冷藏库
3134.refuge n.避难，庇护；庇护者
3135.refusal  n.拒绝
3136.refuse vt.拒绝 vt.拒绝
3137.refute vt.驳斥，反驳，驳倒
3138.regard vt.把…看作；尊敬
3139.regarding prep.关于
3140.regardless  ad.不顾一切地
3141.region n.地区，地带；领域
3142.register n.&vt.登记，注册
3143.regret vt.懊悔；抱歉 n.懊悔
3144.regular  a.规则的；整齐的
3145.regularly ad.有规律地
3146.regulate vt.管理，控制；调整
3147.regulation  n.规则，规章；管理
3148.rehearsal n.排练，排演；练习
3149.reign n.君主统治；支配
3150.rein  n.缰绳 vi.驾驭，控制
3151.reinforce vt.增援，支援；加强
3152.reject vt.拒绝；丢掉；驳回
3153.rejoice  vi.欣喜，高兴
3154.relate vt.叙述；使联系
3155.relation n.关系，联系；家属
3156.relationship n.关系，联系
3157.relative a.有关系的；相对的
3158.relatively  ad.相对地，比较地
3159.relativity  n.相关性；相对性
3160.relax vt.使松弛 vi.松弛
3161.release  vt.释放；放松；发表
3162.relevant a.有关的，贴切的
3163.reliability n.可*性
3164.reliable a.可*的，可信赖的
3165.reliance n.信任，信赖，信心
3166.relief n.减轻；救济；援救
3167.relieve  vt.减轻，解除；救济
3168.religion n.宗教；宗教信仰
3169.religious a.宗教的；虔诚的
3170.reluctant a.不愿的，勉强的
3171.rely  vi.依赖，依*；信赖
3172.remain vi.剩下，余留；保持
3173.remains  n.残余，余额；废墟
3174.remark vt.&vi.&n.评论，谈论
3175.remarkable  a.异常的，非凡的
3176.remedy n.&vt.治疗；补救
3177.remember vt.记得，想起；记住
3178.remind vt.提醒，使想起
3179.remote a.相隔很远的；冷淡的
3180.removal  n.移动；迁移；除掉
3181.remove vt.移动，搬开；脱掉
3182.render vt.表示，给予；使得
3183.renew vt.使更新 vi.更新
3184.rent  n.租金，租 vi.出租
3185.repair vt.&n.修理，修补
3186.repeat vt.重说，重做 n.重复
3187.repeatedly  ad.重复地；一再
3188.repent vi.悔悟，悔改vt.后悔
3189.repetition  n.重复，反复
3190.replace  vt.把…放回；取代
3191.reply vi.&n.回答，答复
3192.report vt.&vi.报告；汇报
3193.reporter n.记者，通讯员
3194.represent vt.描绘；代表；象征
3195.representative a.代表性的 n.代表
3196.reproach vt.&n.责备，指责
3197.reproduce vt.&vi.繁殖，生殖
3198.republic n.共和国，共和政体
3199.republican  a.共和国的
3200.reputation  n.名誉，名声；好名声
3201.request  n.&v.请求，要求
3202.require  vt.需要；要求，命令
3203.requirement n.需要；要求
3204.rescue vt.&n.援救，营救
3205.research n.&vi.调查，探究
3206.researcher  n.调查者；探究者
3207.resemble vt.像，类似
3208.reserve  vt.储备，保留；预定
3209.reservior n.水库；蓄水池
3210.residence n.居住；驻扎；住处
3211.resident a.居住的 n.居民
3212.resign vt.放弃 vi.辞职
3213.resignation n.放弃，辞职，反抗
3214.resist vt.&vi.抵抗，抵制
3215.resistance  n.抵抗；抵制；抵抗力
3216.resistant a.抵抗的，反抗的
3217.resolution  n.坚决，坚定；决定
3218.resolve  vt.解决；决心 n.决心
3219.resort vi.&n.求助，凭借
3220.resource n.资源，物力；办法
3221.respect  n.&vt.尊敬，尊重
3222.respectful  a.恭敬的，尊重的
3223.respective  各自的，各个的
3224.respectively ad.各自地，分别地
3225.respond  vi.作答；响应
3226.response n.作答，回答；响应
3227.responsibility n.责任，责任心；职责
3228.responsible a.有责任的；尽责的
3229.rest  n.休息；安静；静止
3230.rest  n.剩余部分；其余的人
3231.restaurant  n.餐馆，饭店，菜馆
3232.restless a.不安定的，焦虑的
3233.restore  vt.恢复；归还；修补
3234.restrain vt.抑制，遏制；限制
3235.restraint n.抑制；遏制；克制
3236.restrict vt限制，限定，约束
3237.restriction n.限制，限定，约束
3238.result n.成果 vi.发生，结果
3239.resume vt.恢复；重新开始
3240.retain vt.保持，保留，保有
3241.retell vt.再讲，重述，复述
3242.retire vi.退下；引退；就寝
3243.retreat  vi.(被迫)退却，后退
3244.return vi.&n.回来，返回
3245.reveal vt.展现；揭示，揭露
3246.revenge  vt.替…报仇 n.报仇
3247.reverse  vt.颠倒，翻转 n.背面
3248.review vt.再检查 n.复习
3249.revise vt.修订，校订；修改
3250.revolt vi.&n.反抗，造反
3251.revolution  n.革命；旋转，绕转
3252.revolutionary  a.革命的 n.革命者
3253.reward n.报答；报酬 vt.报答
3254.rhythm n.韵律，格律；节奏
3255.rib n.肋，肋骨
3256.ribbon n.缎带，丝带；带
3257.rice  n.稻，米，饭
3258.rich  a.富的，丰富的
3259.rid vt.使摆脱，使去掉
3260.riddle n.谜，谜语
3261.ride  vi.&n.骑马，乘车
3262.rider n.骑马的人；乘车的人
3263.ridge n.脊；岭，山脉；垄
3264.ridiculous  a.荒谬的，可笑的
3265.rifle n.步枪，来复枪
3266.right a.正确的 ad.对，正好
3267.rigid a.刚硬的；僵硬的
3268.ring  n.环形物(如圈、环等)
